,disturbance_frequency,disturbance_mortality,optimal_spacing
3325,0.12,0.75,20
3326,0.14,0.75,19
3327,0.16,0.75,9
3328,0.18,0.75,1
3329,0.2,0.75,1
3330,0.22,0.75,1
3331,0.24,0.75,1
3332,0.26,0.75,1
3333,0.28,0.75,1
3334,0.3,0.75,1
3335,0.32,0.75,1
3336,0.34,0.75,1
3337,0.36,0.75,1
3338,0.38,0.75,1
3339,0.4,0.75,1
3340,0,0.75,1
3341,0.02,0.75,4
3342,0.04,0.75,22
3343,0.06,0.75,15
3344,0.08,0.75,19
3345,0.1,0.75,19
3346,0.12,0.75,13
3347,0.14,0.75,16
3348,0.16,0.75,17
3349,0.18,0.75,1
3350,0.2,0.75,1
3351,0.22,0.75,1
3352,0.24,0.75,1
3353,0.26,0.75,1
3354,0.28,0.75,1
3355,0.3,0.75,1
3356,0.32,0.75,1
3357,0.34,0.75,1
3358,0.36,0.75,1
3359,0.38,0.75,1
3360,0.4,0.75,1
3361,0,0.75,1
3362,0.02,0.75,4
3363,0.04,0.75,15
3364,0.06,0.75,16
3365,0.08,0.75,19
3366,0.1,0.75,24
3367,0.12,0.75,20
3368,0.14,0.75,14
3369,0.16,0.75,10
3370,0.18,0.75,11
3371,0.2,0.75,11
3372,0.22,0.75,1
3373,0.24,0.75,1
3374,0.26,0.75,1
3375,0.28,0.75,1
3376,0.3,0.75,1
3377,0.32,0.75,1
3378,0.34,0.75,1
3379,0.36,0.75,1
3380,0.38,0.75,1
3381,0.4,0.75,1
3382,0,0.75,1
3383,0.02,0.75,11
3384,0.04,0.75,13
3385,0.06,0.75,17
3386,0.08,0.75,17
3387,0.1,0.75,18
3388,0.12,0.75,18
3389,0.14,0.75,14
3390,0.16,0.75,9
3391,0.18,0.75,1
3392,0.2,0.75,1
3393,0.22,0.75,1
3394,0.24,0.75,1
3395,0.26,0.75,1
3396,0.28,0.75,1
3397,0.3,0.75,1
3398,0.32,0.75,1
3399,0.34,0.75,1
3400,0.36,0.75,1
3401,0.38,0.75,1
3402,0.4,0.75,1
3403,0,0.75,1
3404,0.02,0.75,10
3405,0.04,0.75,19
3406,0.06,0.75,21
3407,0.08,0.75,19
3408,0.1,0.75,22
3409,0.12,0.75,19
3410,0.14,0.75,15
3411,0.16,0.75,17
3412,0.18,0.75,1
3413,0.2,0.75,1
3414,0.22,0.75,1
3415,0.24,0.75,1
3416,0.26,0.75,1
3417,0.28,0.75,1
3418,0.3,0.75,1
3419,0.32,0.75,1
3420,0.34,0.75,1
3421,0.36,0.75,1
3422,0.38,0.75,1
3423,0.4,0.75,1
3424,0,0.75,1
3425,0.02,0.75,13
3426,0.04,0.75,18
3427,0.06,0.75,22
3428,0.08,0.75,19
3429,0.1,0.75,20
3430,0.12,0.75,21
3431,0.14,0.75,16
3432,0.16,0.75,1
3433,0.18,0.75,1
3434,0.2,0.75,1
3435,0.22,0.75,1
3436,0.24,0.75,1
3437,0.26,0.75,1
3438,0.28,0.75,1
3439,0.3,0.75,1
3440,0.32,0.75,1
3441,0.34,0.75,1
3442,0.36,0.75,1
3443,0.38,0.75,1
3444,0.4,0.75,1
3445,0,0.75,1
3446,0.02,0.75,5
3447,0.04,0.75,19
3448,0.06,0.75,16
3449,0.08,0.75,21
3450,0.1,0.75,18
3451,0.12,0.75,14
3452,0.14,0.75,22
3453,0.16,0.75,5
3454,0.18,0.75,1
3455,0.2,0.75,1
3456,0.22,0.75,1
3457,0.24,0.75,1
3458,0.26,0.75,1
3459,0.28,0.75,1
3460,0.3,0.75,1
3461,0.32,0.75,1
3462,0.34,0.75,1
3463,0.36,0.75,1
3464,0.38,0.75,1
3465,0.4,0.75,1
3466,0,0.75,1
3467,0.02,0.75,11
3468,0.04,0.75,21
3469,0.06,0.75,15
3470,0.08,0.75,21
3471,0.1,0.75,12
3472,0.12,0.75,16
3473,0.14,0.75,17
3474,0.16,0.75,18
3475,0.18,0.75,1
3476,0.2,0.75,1
3477,0.22,0.75,1
3478,0.24,0.75,1
3479,0.26,0.75,1
3480,0.28,0.75,1
3481,0.3,0.75,1
3482,0.32,0.75,1
3483,0.34,0.75,1
3484,0.36,0.75,1
3485,0.38,0.75,1
3486,0.4,0.75,1
3487,0,0.75,1
3488,0.02,0.75,5
3489,0.04,0.75,16
3490,0.06,0.75,20
3491,0.08,0.75,16
3492,0.1,0.75,19
3493,0.12,0.75,22
3494,0.14,0.75,21
3495,0.16,0.75,1
3496,0.18,0.75,1
3497,0.2,0.75,1
3498,0.22,0.75,1
3499,0.24,0.75,1
3500,0.26,0.75,1
3501,0.28,0.75,1
3502,0.3,0.75,1
3503,0.32,0.75,1
3504,0.34,0.75,1
3505,0.36,0.75,1
3506,0.38,0.75,1
3507,0.4,0.75,1
3508,0,0.75,1
3509,0.02,0.75,18
3510,0.04,0.75,16
3511,0.06,0.75,18
3512,0.08,0.75,20
3513,0.1,0.75,21
3514,0.12,0.75,19
3515,0.14,0.75,21
3516,0.16,0.75,1
3517,0.18,0.75,1
3518,0.2,0.75,1
3519,0.22,0.75,1
3520,0.24,0.75,1
3521,0.26,0.75,1
3522,0.28,0.75,1
3523,0.3,0.75,1
3524,0.32,0.75,1
3525,0.34,0.75,1
3526,0.36,0.75,1
3527,0.38,0.75,1
3528,0.4,0.75,1
3529,0,0.75,1
3530,0.02,0.75,6
3531,0.04,0.75,16
3532,0.06,0.75,15
3533,0.08,0.75,17
3534,0.1,0.75,16
3535,0.12,0.75,21
3536,0.14,0.75,16
3537,0.16,0.75,1
3538,0.18,0.75,1
3539,0.2,0.75,1
3540,0.22,0.75,1
3541,0.24,0.75,1
3542,0.26,0.75,1
3543,0.28,0.75,1
3544,0.3,0.75,1
3545,0.32,0.75,1
3546,0.34,0.75,1
3547,0.36,0.75,1
3548,0.38,0.75,1
3549,0.4,0.75,1
3550,0,0.75,1
3551,0.02,0.75,16
3552,0.04,0.75,10
3553,0.06,0.75,17
3554,0.08,0.75,14
3555,0.1,0.75,26
3556,0.12,0.75,20
3557,0.14,0.75,3
3558,0.16,0.75,1
3559,0.18,0.75,6
3560,0.2,0.75,1
3561,0.22,0.75,1
3562,0.24,0.75,1
3563,0.26,0.75,1
3564,0.28,0.75,1
3565,0.3,0.75,1
3566,0.32,0.75,1
3567,0.34,0.75,1
3568,0.36,0.75,1
3569,0.38,0.75,1
3570,0.4,0.75,1
3571,0,0.75,1
3572,0.02,0.75,11
3573,0.04,0.75,21
3574,0.06,0.75,18
3575,0.08,0.75,14
3576,0.1,0.75,21
3577,0.12,0.75,22
3578,0.14,0.75,19
3579,0.16,0.75,8
3580,0.18,0.75,1
3581,0.2,0.75,1
3582,0.22,0.75,1
3583,0.24,0.75,1
3584,0.26,0.75,1
3585,0.28,0.75,1
3586,0.3,0.75,1
3587,0.32,0.75,1
3588,0.34,0.75,1
3589,0.36,0.75,1
3590,0.38,0.75,1
3591,0.4,0.75,1
3592,0,0.75,1
3593,0.02,0.75,11
3594,0.04,0.75,18
3595,0.06,0.75,17
3596,0.08,0.75,18
3597,0.1,0.75,17
3598,0.12,0.75,15
3599,0.14,0.75,15
3600,0.16,0.75,13
3601,0.18,0.75,1
3602,0.2,0.75,1
3603,0.22,0.75,1
3604,0.24,0.75,1
3605,0.26,0.75,1
3606,0.28,0.75,1
3607,0.3,0.75,1
3608,0.32,0.75,1
3609,0.34,0.75,1
3610,0.36,0.75,1
3611,0.38,0.75,1
3612,0.4,0.75,1
3613,0,0.75,1
3614,0.02,0.75,9
3615,0.04,0.75,23
3616,0.06,0.75,21
3617,0.08,0.75,21
3618,0.1,0.75,17
3619,0.12,0.75,15
3620,0.14,0.75,20
3621,0.16,0.75,1
3622,0.18,0.75,1
3623,0.2,0.75,1
3624,0.22,0.75,1
3625,0.24,0.75,1
3626,0.26,0.75,1
3627,0.28,0.75,1
3628,0.3,0.75,1
3629,0.32,0.75,1
3630,0.34,0.75,1
3631,0.36,0.75,1
3632,0.38,0.75,1
3633,0.4,0.75,1
3634,0,0.75,1
3635,0.02,0.75,5
3636,0.04,0.75,8
3637,0.06,0.75,22
3638,0.08,0.75,22
3639,0.1,0.75,16
3640,0.12,0.75,19
3641,0.14,0.75,17
3642,0.16,0.75,10
3643,0.18,0.75,9
3644,0.2,0.75,1
3645,0.22,0.75,1
3646,0.24,0.75,1
3647,0.26,0.75,1
3648,0.28,0.75,1
3649,0.3,0.75,1
3650,0.32,0.75,1
3651,0.34,0.75,1
3652,0.36,0.75,1
3653,0.38,0.75,1
3654,0.4,0.75,1
3655,0,0.75,1
3656,0.02,0.75,13
3657,0.04,0.75,17
3658,0.06,0.75,20
3659,0.08,0.75,19
3660,0.1,0.75,15
3661,0.12,0.75,13
3662,0.14,0.75,13
3663,0.16,0.75,19
3664,0.18,0.75,1
3665,0.2,0.75,1
3666,0.22,0.75,1
3667,0.24,0.75,1
3668,0.26,0.75,1
3669,0.28,0.75,1
3670,0.3,0.75,1
3671,0.32,0.75,1
3672,0.34,0.75,1
3673,0.36,0.75,1
3674,0.38,0.75,1
3675,0.4,0.75,1
3676,0,0.75,1
3677,0.02,0.75,5
3678,0.04,0.75,24
3679,0.06,0.75,20
3680,0.08,0.75,15
3681,0.1,0.75,19
3682,0.12,0.75,17
3683,0.14,0.75,20
3684,0.16,0.75,15
3685,0.18,0.75,1
3686,0.2,0.75,1
3687,0.22,0.75,1
3688,0.24,0.75,1
3689,0.26,0.75,1
3690,0.28,0.75,1
3691,0.3,0.75,1
3692,0.32,0.75,1
3693,0.34,0.75,1
3694,0.36,0.75,1
3695,0.38,0.75,1
3696,0.4,0.75,1
3697,0,0.75,1
3698,0.02,0.75,6
3699,0.04,0.75,14
3700,0.06,0.75,18
3701,0.08,0.75,17
3702,0.1,0.75,16
3703,0.12,0.75,18
3704,0.14,0.75,16
3705,0.16,0.75,1
3706,0.18,0.75,1
3707,0.2,0.75,1
3708,0.22,0.75,1
3709,0.24,0.75,1
3710,0.26,0.75,1
3711,0.28,0.75,1
3712,0.3,0.75,1
3713,0.32,0.75,1
3714,0.34,0.75,1
3715,0.36,0.75,1
3716,0.38,0.75,1
3717,0.4,0.75,1
3718,0,0.75,1
3719,0.02,0.75,8
3720,0.04,0.75,13
3721,0.06,0.75,16
3722,0.08,0.75,15
3723,0.1,0.75,20
3724,0.12,0.75,15
3725,0.14,0.75,15
3726,0.16,0.75,6
3727,0.18,0.75,1
3728,0.2,0.75,1
3729,0.22,0.75,1
3730,0.24,0.75,1
3731,0.26,0.75,1
3732,0.28,0.75,1
3733,0.3,0.75,1
3734,0.32,0.75,1
3735,0.34,0.75,1
3736,0.36,0.75,1
3737,0.38,0.75,1
3738,0.4,0.75,1
3739,0,0.75,1
3740,0.02,0.75,8
3741,0.04,0.75,16
3742,0.06,0.75,21
3743,0.08,0.75,22
3744,0.1,0.75,21
3745,0.12,0.75,20
3746,0.14,0.75,24
3747,0.16,0.75,16
3748,0.18,0.75,1
3749,0.2,0.75,1
3750,0.22,0.75,1
3751,0.24,0.75,1
3752,0.26,0.75,1
3753,0.28,0.75,1
3754,0.3,0.75,1
3755,0.32,0.75,1
3756,0.34,0.75,1
3757,0.36,0.75,1
3758,0.38,0.75,1
3759,0.4,0.75,1
3760,0,0.75,1
3761,0.02,0.75,5
3762,0.04,0.75,22
3763,0.06,0.75,19
3764,0.08,0.75,21
3765,0.1,0.75,15
3766,0.12,0.75,14
3767,0.14,0.75,19
3768,0.16,0.75,9
3769,0.18,0.75,1
3770,0.2,0.75,1
3771,0.22,0.75,1
3772,0.24,0.75,1
3773,0.26,0.75,1
3774,0.28,0.75,1
3775,0.3,0.75,1
3776,0.32,0.75,1
3777,0.34,0.75,1
3778,0.36,0.75,1
3779,0.38,0.75,1
3780,0.4,0.75,1
3781,0,0.75,1
3782,0.02,0.75,5
3783,0.04,0.75,22
3784,0.06,0.75,18
3785,0.08,0.75,19
3786,0.1,0.75,21
3787,0.12,0.75,18
3788,0.14,0.75,13
3789,0.16,0.75,1
3790,0.18,0.75,1
3791,0.2,0.75,1
3792,0.22,0.75,1
3793,0.24,0.75,1
3794,0.26,0.75,1
3795,0.28,0.75,1
3796,0.3,0.75,1
3797,0.32,0.75,1
3798,0.34,0.75,1
3799,0.36,0.75,1
3800,0.38,0.75,1
3801,0.4,0.75,1
3802,0,0.75,1
3803,0.02,0.75,6
3804,0.04,0.75,11
3805,0.06,0.75,17
3806,0.08,0.75,16
3807,0.1,0.75,19
3808,0.12,0.75,20
3809,0.14,0.75,17
3810,0.16,0.75,1
3811,0.18,0.75,1
3812,0.2,0.75,1
3813,0.22,0.75,1
3814,0.24,0.75,1
3815,0.26,0.75,1
3816,0.28,0.75,1
3817,0.3,0.75,1
3818,0.32,0.75,1
3819,0.34,0.75,1
3820,0.36,0.75,1
3821,0.38,0.75,1
3822,0.4,0.75,1
3823,0,0.75,1
3824,0.02,0.75,5
3825,0.04,0.75,22
3826,0.06,0.75,13
3827,0.08,0.75,18
3828,0.1,0.75,17
3829,0.12,0.75,20
3830,0.14,0.75,12
3831,0.16,0.75,1
3832,0.18,0.75,9
3833,0.2,0.75,1
3834,0.22,0.75,1
3835,0.24,0.75,1
3836,0.26,0.75,1
3837,0.28,0.75,1
3838,0.3,0.75,1
3839,0.32,0.75,1
3840,0.34,0.75,1
3841,0.36,0.75,1
3842,0.38,0.75,1
3843,0.4,0.75,1
3844,0,0.75,1
3845,0.02,0.75,5
3846,0.04,0.75,18
3847,0.06,0.75,21
3848,0.08,0.75,19
3849,0.1,0.75,20
3850,0.12,0.75,14
3851,0.14,0.75,16
3852,0.16,0.75,18
3853,0.18,0.75,1
3854,0.2,0.75,1
3855,0.22,0.75,1
3856,0.24,0.75,1
3857,0.26,0.75,1
3858,0.28,0.75,1
3859,0.3,0.75,1
3860,0.32,0.75,1
3861,0.34,0.75,1
3862,0.36,0.75,1
3863,0.38,0.75,1
3864,0.4,0.75,1
3865,0,0.75,1
3866,0.02,0.75,9
3867,0.04,0.75,23
3868,0.06,0.75,21
3869,0.08,0.75,17
3870,0.1,0.75,16
3871,0.12,0.75,20
3872,0.14,0.75,18
3873,0.16,0.75,10
3874,0.18,0.75,1
3875,0.2,0.75,1
3876,0.22,0.75,1
3877,0.24,0.75,1
3878,0.26,0.75,1
3879,0.28,0.75,1
3880,0.3,0.75,1
3881,0.32,0.75,1
3882,0.34,0.75,1
3883,0.36,0.75,1
3884,0.38,0.75,1
3885,0.4,0.75,1
3886,0,0.75,1
3887,0.02,0.75,5
3888,0.04,0.75,26
3889,0.06,0.75,24
3890,0.08,0.75,17
3891,0.1,0.75,22
3892,0.12,0.75,16
3893,0.14,0.75,14
3894,0.16,0.75,16
3895,0.18,0.75,1
3896,0.2,0.75,1
3897,0.22,0.75,1
3898,0.24,0.75,1
3899,0.26,0.75,1
3900,0.28,0.75,1
3901,0.3,0.75,1
3902,0.32,0.75,1
3903,0.34,0.75,1
3904,0.36,0.75,1
3905,0.38,0.75,1
3906,0.4,0.75,1
3907,0,0.75,1
3908,0.02,0.75,17
3909,0.04,0.75,20
3910,0.06,0.75,21
3911,0.08,0.75,16
3912,0.1,0.75,16
3913,0.12,0.75,17
3914,0.14,0.75,9
3915,0.16,0.75,9
3916,0.18,0.75,1
3917,0.2,0.75,1
3918,0.22,0.75,1
3919,0.24,0.75,1
3920,0.26,0.75,1
3921,0.28,0.75,1
3922,0.3,0.75,1
3923,0.32,0.75,1
3924,0.34,0.75,1
3925,0.36,0.75,1
3926,0.38,0.75,1
3927,0.4,0.75,1
3928,0,0.75,1
3929,0.02,0.75,9
3930,0.04,0.75,18
3931,0.06,0.75,19
3932,0.08,0.75,19
3933,0.1,0.75,18
3934,0.12,0.75,23
3935,0.14,0.75,20
3936,0.16,0.75,1
3937,0.18,0.75,1
3938,0.2,0.75,1
3939,0.22,0.75,1
3940,0.24,0.75,1
3941,0.26,0.75,1
3942,0.28,0.75,1
3943,0.3,0.75,1
3944,0.32,0.75,1
3945,0.34,0.75,1
3946,0.36,0.75,1
3947,0.38,0.75,1
3948,0.4,0.75,1
3949,0,0.75,1
3950,0.02,0.75,9
3951,0.04,0.75,10
3952,0.06,0.75,23
3953,0.08,0.75,17
3954,0.1,0.75,26
3955,0.12,0.75,9
3956,0.14,0.75,20
3957,0.16,0.75,6
3958,0.18,0.75,1
3959,0.2,0.75,1
3960,0.22,0.75,1
3961,0.24,0.75,1
3962,0.26,0.75,1
3963,0.28,0.75,1
3964,0.3,0.75,1
3965,0.32,0.75,1
3966,0.34,0.75,1
3967,0.36,0.75,1
3968,0.38,0.75,1
3969,0.4,0.75,1
3970,0,0.75,1
3971,0.02,0.75,4
3972,0.04,0.75,12
3973,0.06,0.75,19
3974,0.08,0.75,21
3975,0.1,0.75,16
3976,0.12,0.75,21
3977,0.14,0.75,9
3978,0.16,0.75,7
3979,0.18,0.75,10
3980,0.2,0.75,1
3981,0.22,0.75,1
3982,0.24,0.75,1
3983,0.26,0.75,1
3984,0.28,0.75,1
3985,0.3,0.75,1
3986,0.32,0.75,1
3987,0.34,0.75,1
3988,0.36,0.75,1
3989,0.38,0.75,1
3990,0.4,0.75,1
3991,0,0.75,1
3992,0.02,0.75,8
3993,0.04,0.75,14
3994,0.06,0.75,19
3995,0.08,0.75,20
3996,0.1,0.75,21
3997,0.12,0.75,23
3998,0.14,0.75,15
3999,0.16,0.75,7
4000,0.18,0.75,1
4001,0.2,0.75,1
4002,0.22,0.75,1
4003,0.24,0.75,1
4004,0.26,0.75,1
4005,0.28,0.75,1
4006,0.3,0.75,1
4007,0.32,0.75,1
4008,0.34,0.75,1
4009,0.36,0.75,1
4010,0.38,0.75,1
4011,0.4,0.75,1
4012,0,0.75,1
4013,0.02,0.75,7
4014,0.04,0.75,20
4015,0.06,0.75,20
4016,0.08,0.75,20
4017,0.1,0.75,17
4018,0.12,0.75,12
4019,0.14,0.75,16
4020,0.16,0.75,1
4021,0.18,0.75,1
4022,0.2,0.75,1
4023,0.22,0.75,1
4024,0.24,0.75,1
4025,0.26,0.75,1
4026,0.28,0.75,1
4027,0.3,0.75,1
4028,0.32,0.75,1
4029,0.34,0.75,1
4030,0.36,0.75,1
4031,0.38,0.75,1
4032,0.4,0.75,1
4033,0,0.75,1
4034,0.02,0.75,6
4035,0.04,0.75,21
4036,0.06,0.75,17
4037,0.08,0.75,18
4038,0.1,0.75,16
4039,0.12,0.75,21
4040,0.14,0.75,18
4041,0.16,0.75,1
4042,0.18,0.75,1
4043,0.2,0.75,1
4044,0.22,0.75,1
4045,0.24,0.75,1
4046,0.26,0.75,1
4047,0.28,0.75,1
4048,0.3,0.75,1
4049,0.32,0.75,1
4050,0.34,0.75,1
4051,0.36,0.75,1
4052,0.38,0.75,1
4053,0.4,0.75,1
4054,0,0.75,1
4055,0.02,0.75,12
4056,0.04,0.75,21
4057,0.06,0.75,19
4058,0.08,0.75,13
4059,0.1,0.75,18
4060,0.12,0.75,14
4061,0.14,0.75,18
4062,0.16,0.75,15
4063,0.18,0.75,8
4064,0.2,0.75,1
4065,0.22,0.75,1
4066,0.24,0.75,1
4067,0.26,0.75,1
4068,0.28,0.75,1
4069,0.3,0.75,1
4070,0.32,0.75,1
4071,0.34,0.75,1
4072,0.36,0.75,1
4073,0.38,0.75,1
4074,0.4,0.75,1
4075,0,0.75,1
4076,0.02,0.75,11
4077,0.04,0.75,14
4078,0.06,0.75,23
4079,0.08,0.75,18
4080,0.1,0.75,15
4081,0.12,0.75,24
4082,0.14,0.75,14
4083,0.16,0.75,2
4084,0.18,0.75,1
4085,0.2,0.75,1
4086,0.22,0.75,1
4087,0.24,0.75,1
4088,0.26,0.75,1
4089,0.28,0.75,1
4090,0.3,0.75,1
4091,0.32,0.75,1
4092,0.34,0.75,1
4093,0.36,0.75,1
4094,0.38,0.75,1
4095,0.4,0.75,1
4096,0,0.75,1
4097,0.02,0.75,6
4098,0.04,0.75,20
4099,0.06,0.75,23
4100,0.08,0.75,16
4101,0.1,0.75,19
4102,0.12,0.75,16
4103,0.14,0.75,21
4104,0.16,0.75,9
4105,0.18,0.75,1
4106,0.2,0.75,1
4107,0.22,0.75,1
4108,0.24,0.75,1
4109,0.26,0.75,1
4110,0.28,0.75,1
4111,0.3,0.75,1
4112,0.32,0.75,1
4113,0.34,0.75,1
4114,0.36,0.75,1
4115,0.38,0.75,1
4116,0.4,0.75,1
4117,0,0.75,1
4118,0.02,0.75,15
4119,0.04,0.75,16
4120,0.06,0.75,21
4121,0.08,0.75,18
4122,0.1,0.75,19
4123,0.12,0.75,17
4124,0.14,0.75,17
4125,0.16,0.75,8
4126,0.18,0.75,1
4127,0.2,0.75,1
4128,0.22,0.75,1
4129,0.24,0.75,1
4130,0.26,0.75,1
4131,0.28,0.75,1
4132,0.3,0.75,1
4133,0.32,0.75,1
4134,0.34,0.75,1
4135,0.36,0.75,1
4136,0.38,0.75,1
4137,0.4,0.75,1
4138,0,0.75,1
4139,0.02,0.75,7
4140,0.04,0.75,11
4141,0.06,0.75,17
4142,0.08,0.75,20
4143,0.1,0.75,21
4144,0.12,0.75,19
4145,0.14,0.75,10
4146,0.16,0.75,1
4147,0.18,0.75,1
4148,0.2,0.75,1
4149,0.22,0.75,1
4150,0.24,0.75,1
4151,0.26,0.75,1
4152,0.28,0.75,1
4153,0.3,0.75,1
4154,0.32,0.75,1
4155,0.34,0.75,1
4156,0.36,0.75,1
4157,0.38,0.75,1
